DEBUG [main] 2018-12-21 16:51:13.405  org.dbunit.dataset.Columns  - getColumns(columnNames=[], columns=[(id, UNKNOWN, nullableUnknown), (login, UNKNOWN, nullableUnknown), (password, UNKNOWN, nullableUnknown), (email, UNKNOWN, nullableUnknown), (first_name, UNKNOWN, nullableUnknown), (last_name, UNKNOWN, nullableUnknown), (birthday, UNKNOWN, nullableUnknown), (role_id, UNKNOWN, nullableUnknown)]) - start
DEBUG [main] 2018-12-21 16:51:13.405  org.dbunit.dataset.OrderedTableNameMap  - add(tableName=user, object=tableName=user, columns=[(id, UNKNOWN, nullableUnknown), (login, UNKNOWN, nullableUnknown), (password, UNKNOWN, nullableUnknown), (email, UNKNOWN, nullableUnknown), (first_name, UNKNOWN, nullableUnknown), (last_name, UNKNOWN, nullableUnknown), (birthday, UNKNOWN, nullableUnknown), (role_id, UNKNOWN, nullableUnknown)], keys=[]) - start
DEBUG [main] 2018-12-21 16:51:13.405  org.dbunit.dataset.OrderedTableNameMap  - getTableName(tableName=user) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.OrderedTableNameMap  - getTableName(tableName=user) - end - result=USER
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.OrderedTableNameMap  - getTableName(tableName=USER) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.OrderedTableNameMap  - getTableName(tableName=USER) - end - result=USER
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.CachedDataSet  - startTable(metaData=tableName=user, columns=[(id, UNKNOWN, nullableUnknown), (login, UNKNOWN, nullableUnknown), (password, UNKNOWN, nullableUnknown), (email, UNKNOWN, nullableUnknown), (first_name, UNKNOWN, nullableUnknown), (last_name, UNKNOWN, nullableUnknown), (birthday, UNKNOWN, nullableUnknown), (role_id, UNKNOWN, nullableUnknown)], keys=[]) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.OrderedTableNameMap  - getLastTableName() - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.OrderedTableNameMap  - getTableName(tableName=user) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.OrderedTableNameMap  - getTableName(tableName=user) - end - result=USER
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.AbstractTableMetaData  - getColumnIndex(columnName=id) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.AbstractTableMetaData  - getColumnIndex(columnName=login) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.AbstractTableMetaData  - getColumnIndex(columnName=password) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.AbstractTableMetaData  - getColumnIndex(columnName=email) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.AbstractTableMetaData  - getColumnIndex(columnName=first_name) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.AbstractTableMetaData  - getColumnIndex(columnName=last_name) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.AbstractTableMetaData  - getColumnIndex(columnName=birthday) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.AbstractTableMetaData  - getColumnIndex(columnName=role_id) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.OrderedTableNameMap  - getLastTableName() - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.OrderedTableNameMap  - getTableName(tableName=user) - start
DEBUG [main] 2018-12-21 16:51:13.406  org.dbunit.dataset.OrderedTableNameMap  - getTableName(tableName=user) - end - result=USER
DEBUG [main] 2018-12-21 16:51:13.407  org.dbunit.dataset.CachedDataSet  - row(values=1) - start
DEBUG [main] 2018-12-21 16:51:13.407  org.dbunit.dataset.DefaultTable  - addRow(values=1) - start
DEBUG [main] 2018-12-21 16:51:13.407  org.dbunit.dataset.xml.FlatXmlProducer  - endElement(uri=, localName=, qName=user) - start
DEBUG [main] 2018-12-21 16:51:13.407  org.dbunit.dataset.xml.FlatXmlProducer  - startElement(uri=, localName=, qName=user, attributes=com.sun.org.apache.xerces.internal.parsers.AbstractSAXParser$AttributesProxy@233c0b17) - start
DEBUG [main] 2018-12-21 16:51:13.407  org.dbunit.dataset.OrderedTableNameMap  - getLastTableName() - start
DEBUG [main] 2018-12-21 16:51:13.407  org.dbunit.dataset.OrderedTableNameMap  - getTableName(tableName=user) - start
DEBUG [main] 2018-12-21 16:51:13.407  org.dbunit.dataset.OrderedTableNameMap  - getTableName(tableName=user) - end - result=USER
DEBUG [main] 2018-12-21 16:51:13.407  org.dbunit.dataset.OrderedTableNameMap  - isLastTable(tableName=user) - start
